match_id,team_id,opponent_id,pressure_events,pressure_sequences,counterpress_events,high_pressure_events,pressure_events_per_30_opponent_passes,pressure_events_per_100_opponent_actions,pressure_events_per_opponent_possession,eligible_opponent_possession_seconds,pressure_events_per_opponent_possession_minute,mean_pressure_height,median_pressure_height,pressure_regain_3s_rate,pressure_regain_5s_rate,pressure_regain_8s_rate,sequence_regain_3s_rate,sequence_regain_5s_rate,sequence_regain_8s_rate,high_regains,shots_after_pressure_regain_10s,shots_after_pressure_regain_15s,xg_after_pressure_regains,xt_after_pressure_regains,valid_pressure_360_events,pressure_360_coverage_rate
3869684,785,788,113,103,26,47,22.30263157894737,6.284760845383759,1.2988505747126438,1421.0,4.771287825475017,54.11526548672566,54.8625,0.1415929203539823,0.18584070796460178,0.23893805309734514,0.1553398058252427,0.21359223300970873,0.27184466019417475,5,2,2,0.287897365,,99,1.0
3869684,788,785,144,121,33,41,23.736263736263734,8.172531214528945,1.6744186046511629,1449.0,5.962732919254659,49.52925347222222,50.05,0.13194444444444445,0.16666666666666666,0.22916666666666666,0.14049586776859505,0.18181818181818182,0.23140495867768596,6,0,2,0.19221042500000002,,126,1.0
3857256,786,773,94,82,30,36,22.03125,6.321452589105582,1.032967032967033,1309.0,4.308632543926661,54.83829787234042,56.525,0.2765957446808511,0.3723404255319149,0.425531914893617,0.25609756097560976,0.36585365853658536,0.4146341463414634,10,1,1,0.125401955,,81,1.0
3857256,773,786,83,70,19,24,13.315508021390375,4.81717933836332,0.8383838383838383,1506.0,3.3067729083665336,48.756475903614465,46.025,0.0963855421686747,0.1566265060240964,0.21686746987951808,0.1,0.15714285714285714,0.21428571428571427,0,0,0,0.04476528,,67,1.0
3869151,779,792,127,105,34,67,27.41007194244604,7.510348905972797,1.7397260273972603,1083.0,7.036011080332409,58.23641732283465,64.75,0.2125984251968504,0.2755905511811024,0.31496062992125984,0.21904761904761905,0.2761904761904762,0.3238095238095238,8,0,1,0.100771736,,102,1.0
3869151,792,779,216,179,23,70,32.89340101522843,8.784058560390402,2.5714285714285716,1548.0,8.372093023255813,51.49496527777778,49.35,0.05555555555555555,0.10185185185185185,0.125,0.055865921787709494,0.1005586592178771,0.12290502793296089,7,1,1,0.76992166,,181,1.0
3857257,792,776,101,95,18,39,13.466666666666667,4.296044236495108,1.0978260869565217,1666.0,3.6374549819927973,51.09480198019803,55.65,0.12871287128712872,0.1485148514851485,0.21782178217821782,0.12631578947368421,0.14736842105263157,0.22105263157894736,5,1,2,0.297356813,,86,1.0
3857257,776,792,101,91,19,40,36.506024096385545,8.125502815768302,1.160919540229885,1022.0,5.929549902152641,52.62561881188118,49.35,0.10891089108910891,0.2376237623762376,0.3069306930693069,0.12087912087912088,0.26373626373626374,0.31868131868131866,7,1,1,0.233390514,,87,1.0
3857258,781,786,102,87,17,43,16.721311475409834,6.559485530546624,1.2911392405063291,1146.0,5.340314136125654,56.67254901960785,59.71875,0.24509803921568626,0.28431372549019607,0.3137254901960784,0.22988505747126436,0.27586206896551724,0.3103448275862069,4,2,5,0.663064405,,88,1.0
3857258,786,781,147,120,19,41,21.51219512195122,6.996668253212755,1.6153846153846154,1559.0,5.657472738935215,44.52738095238095,40.075,0.10884353741496598,0.14285714285714285,0.17006802721088435,0.10833333333333334,0.13333333333333333,0.15833333333333333,3,0,0,,,117,1.0
3857288,777,792,121,103,32,35,35.588235294117645,8.259385665529011,1.3908045977011494,1092.0,6.648351648351649,48.6319214876033,40.8625,0.21487603305785125,0.2644628099173554,0.2975206611570248,0.23300970873786409,0.2815533980582524,0.30097087378640774,8,2,3,0.49659431899999995,,115,1.0
3857288,792,777,127,110,31,36,24.74025974025974,6.7053854276663145,1.2095238095238094,1677.0,4.543828264758497,48.04163385826773,45.9375,0.14960629921259844,0.1732283464566929,0.23622047244094488,0.16363636363636364,0.19090909090909092,0.2545454545454545,9,0,0,0.015131147,,119,1.0
3857267,3565,787,113,96,24,29,48.42857142857143,9.385382059800666,1.2696629213483146,987.0,6.869300911854103,43.063938053097345,40.1625,0.1415929203539823,0.1592920353982301,0.18584070796460178,0.16666666666666666,0.1875,0.20833333333333334,4,0,0,,,90,1.0
3857267,787,3565,126,107,21,32,28.636363636363637,7.763401109057301,1.4823529411764707,1373.0,5.506190823015295,48.925694444444446,45.89375,0.14285714285714285,0.1984126984126984,0.23809523809523808,0.1588785046728972,0.19626168224299065,0.2336448598130841,9,0,1,0.04522632,,110,1.0
3857287,783,791,102,93,14,23,25.5,6.4638783269961975,1.3246753246753247,1137.0,5.382585751978892,40.63002450980392,37.275,0.16666666666666666,0.21568627450980393,0.2647058823529412,0.17204301075268819,0.22580645161290322,0.27956989247311825,7,0,1,0.092685907,,93,1.0
3857287,791,783,103,94,28,45,16.885245901639344,5.467091295116773,1.3205128205128205,1246.0,4.959871589085073,55.62451456310678,55.3875,0.1650485436893204,0.17475728155339806,0.24271844660194175,0.1702127659574468,0.18085106382978725,0.24468085106382978,11,0,0,,,89,1.0
3869486,788,780,163,133,30,25,25.46875,7.180616740088105,1.4553571428571428,1903.0,5.139253809774042,39.82269938650307,35.4375,0.09202453987730061,0.13496932515337423,0.15337423312883436,0.07518796992481203,0.12030075187969924,0.12781954887218044,1,1,2,0.125456411,,145,1.0
3869486,780,788,79,68,30,52,33.857142857142854,7.110711071107111,1.1791044776119404,702.0,6.752136752136752,67.7283227848101,70.9625,0.20253164556962025,0.3291139240506329,0.45569620253164556,0.20588235294117646,0.27941176470588236,0.4117647058823529,10,1,1,0.084221206,,67,1.0
3857260,799,794,129,116,22,22,32.79661016949152,7.66488413547237,1.2285714285714286,1649.0,4.693753790175864,42.15193798449613,40.6875,0.10077519379844961,0.13953488372093023,0.17829457364341086,0.11206896551724138,0.14655172413793102,0.1896551724137931,4,0,1,0.647602649,,109,1.0
3857260,794,799,139,107,30,41,54.15584415584416,11.310008136696501,1.4631578947368422,986.0,8.45841784989858,48.2150179856115,44.8,0.1510791366906475,0.22302158273381295,0.30935251798561153,0.16822429906542055,0.2523364485981308,0.3364485981308411,9,2,2,0.09474284599999999,,129,1.0
3857264,789,779,105,88,15,17,12.352941176470587,3.693281744635948,1.6153846153846154,1437.0,4.3841336116910234,40.4725,36.75,0.08571428571428572,0.11428571428571428,0.1619047619047619,0.09090909090909091,0.11363636363636363,0.1590909090909091,2,0,0,,,94,1.0
3857264,779,789,88,75,21,31,29.662921348314605,7.278742762613731,1.3134328358208955,925.0,5.708108108108108,54.73125,56.9625,0.2159090909090909,0.25,0.29545454545454547,0.22666666666666666,0.26666666666666666,0.32,4,3,4,0.692190541,,81,1.0
3857289,779,794,109,92,26,37,38.92857142857143,7.440273037542662,1.4931506849315068,1151.0,5.682015638575152,48.42603211009173,49.875,0.07339449541284404,0.09174311926605505,0.13761467889908258,0.07608695652173914,0.09782608695652174,0.15217391304347827,2,0,0,,,94,1.0
3857289,794,779,147,124,19,34,32.42647058823529,7.696335078534032,1.7710843373493976,1439.0,6.129256428075052,48.588095238095235,45.7625,0.1360544217687075,0.17006802721088435,0.19047619047619047,0.13709677419354838,0.1532258064516129,0.1693548387096774,5,1,1,0.040303126,,120,1.0
3869254,780,773,172,154,20,61,38.50746268656716,9.913544668587896,2.0,1338.0,7.713004484304933,53.226453488372094,54.46875,0.11046511627906977,0.1569767441860465,0.19186046511627908,0.12337662337662338,0.15584415584415584,0.19480519480519481,5,1,2,0.7240280210000001,,153,1.0
3869254,773,780,106,94,31,54,21.2,6.283343212803794,1.358974358974359,1162.0,5.473321858864027,59.152476415094334,63.91875,0.09433962264150944,0.14150943396226415,0.19811320754716982,0.10638297872340426,0.14893617021276595,0.2127659574468085,4,0,0,0.032096077,,99,1.0
3869118,768,787,95,84,18,36,22.983870967741936,6.694855532064834,1.2666666666666666,1140.0,5.0,53.34736842105263,57.1375,0.18947368421052632,0.25263157894736843,0.3263157894736842,0.21428571428571427,0.2619047619047619,0.3333333333333333,7,1,3,0.38777343,,78,1.0
3869118,787,768,137,118,21,41,23.485714285714284,6.567593480345159,1.7564102564102564,1339.0,6.138909634055265,51.121076642335765,53.2875,0.08759124087591241,0.11678832116788321,0.1386861313868613,0.11016949152542373,0.1271186440677966,0.1440677966101695,0,1,1,0.7011973180000001,,123,1.0
